Location;Bâtiment Maupertuis;Bâtiment Bibliothèque Universitaire;IUP Pelvoux;Bâtiment IUT Romero;IUT Rostand;Bâtiment IBGBI;Bâtiment Premiers Cycles;Bâtiment Facteur Cheval;Bâtiment Ile-de-France;IUT Brétigny
2021-06-13;4946.25;994.583333;595.333333;677.666667;101.75;1131.083333;1352.583333;478.25;1620.583333;535.083333
2021-06-15;5878.0;0.0;1050.416667;1104.583333;106.5;0.0;2066.833333;720.0;2047.75;918.0
2021-06-16;6133.333333;0.0;1090.5;1043.5;104.583333;0.0;2094.666667;692.083333;2061.5;885.25
2021-06-18;5806.666667;0.0;1018.75;1099.583333;103.333333;0.0;2215.916667;712.75;2025.916667;0.0
2021-06-20;4972.166667;0.0;589.416667;733.916667;102.75;0.0;1433.666667;440.0;1676.666667;0.0
2021-06-23;5568.75;1674.0;1165.916667;953.75;97.083333;1533.75;2321.583333;700.333333;2138.5;855.166667
2021-06-24;5578.666667;1543.75;1133.666667;892.0;99.833333;1579.75;2303.583333;802.416667;2189.416667;767.333333
2021-06-28;5505.0;1598.5;1192.5;871.75;104.166667;1593.333333;2132.833333;707.166667;1987.833333;677.083333
2021-07-01;5413.583333;1458.916667;907.333333;726.75;102.166667;1629.083333;1880.416667;716.166667;2080.666667;635.75
2021-07-05;5388.166667;1477.666667;1023.583333;726.666667;100.416667;1583.25;1895.083333;750.666667;2018.083333;745.0
2021-07-10;4897.666667;998.666667;688.75;490.583333;100.416667;1305.166667;1260.833333;508.916667;1729.333333;436.5
2021-07-15;5465.5;1049.75;885.666667;723.333333;101.833333;1480.75;1664.916667;682.75;1985.5;528.833333
2021-07-20;5672.916667;733.333333;844.833333;605.25;106.916667;1488.166667;1734.75;660.666667;1946.416667;476.5
2021-07-24;5207.583333;581.583333;615.833333;424.416667;103.333333;1291.416667;1208.0;468.5;1716.666667;306.833333
2021-07-27;4723.666667;579.666667;643.5;469.416667;111.166667;1360.833333;1439.75;580.583333;1713.166667;332.416667
2021-07-28;4640.333333;557.083333;647.333333;453.916667;106.5;1370.916667;1450.666667;589.833333;1748.666667;334.666667
2021-07-31;4329.583333;556.666667;515.583333;400.583333;103.5;1235.833333;1138.083333;501.75;1734.25;312.166667
2021-08-03;4369.75;561.5;649.416667;412.666667;100.333333;1324.416667;1372.833333;603.083333;1738.916667;334.75
2021-08-06;4271.5;563.75;640.0;412.166667;106.0;1334.75;1487.916667;615.0;1796.75;328.5
2021-08-14;4187.333333;551.083333;501.75;441.916667;106.083333;1207.666667;1166.083333;511.083333;1771.583333;314.25
2021-08-16;4191.583333;454.75;647.25;426.083333;107.416667;1233.833333;1282.916667;639.583333;1873.083333;329.833333
2021-08-22;3953.0;372.583333;510.583333;426.666667;105.416667;1160.25;1173.833333;584.25;1671.5;418.416667
2021-08-26;4391.5;758.416667;834.833333;652.5;99.5;1245.0;1418.25;707.333333;2035.416667;671.666667
2021-08-27;4329.5;1082.0;804.166667;655.833333;102.0;1230.916667;1407.583333;707.75;1944.25;665.75
2021-08-28;4066.166667;1040.833333;572.0;557.083333;107.833333;1149.5;1267.5;532.25;1628.0;451.25
2021-08-30;4229.131034;336.165517;576.0;491.751724;96.0;1115.586207;1271.834483;539.917241;1692.413793;467.917241
2021-09-02;4882.5;1264.333333;929.0;818.0;108.5;1575.583333;2176.5;751.5;2121.666667;845.0
2021-09-04;4745.666667;806.25;551.416667;603.75;112.416667;1252.166667;1338.583333;543.5;1793.166667;531.5
2021-09-07;5758.583333;1482.333333;1018.166667;1100.416667;114.25;1699.833333;2552.833333;740.25;2184.5;933.166667
2021-09-08;5703.0;1494.75;1032.333333;1050.916667;113.083333;1730.833333;2446.916667;702.416667;2129.083333;898.333333
2021-09-15;5722.166667;1550.25;1345.833333;1179.25;111.666667;1651.25;2669.666667;788.666667;2391.666667;1020.0
2021-09-16;5563.333333;1552.583333;1331.333333;1239.333333;104.916667;1691.083333;2751.166667;842.666667;2206.0;955.083333
2021-09-21;5410.166667;1623.083333;1271.583333;1221.916667;105.166667;1732.75;2733.75;814.666667;2279.416667;947.5
2021-09-23;5374.75;1591.333333;1260.833333;1213.0;107.666667;1676.166667;2654.916667;810.666667;2221.25;974.0
2021-09-24;5440.333333;1618.833333;1281.416667;1182.416667;103.083333;1648.916667;2673.416667;846.166667;2205.25;988.333333
2021-10-02;4989.166667;1276.666667;579.416667;802.666667;110.333333;1290.5;1435.5;557.5;1726.333333;536.5
2021-10-03;4880.333333;902.833333;576.666667;801.833333;118.083333;1197.75;1496.666667;540.666667;1703.333333;543.083333
2021-10-06;6016.583333;1700.5;1390.75;1407.833333;117.0;1716.25;2949.583333;922.916667;2559.833333;1104.5
2021-10-07;6093.916667;1671.083333;1370.916667;1459.916667;111.333333;1696.833333;2870.25;920.0;2513.25;1141.916667
2021-10-09;5177.833333;1370.416667;637.0;967.916667;110.583333;1273.916667;1570.25;592.5;1732.75;580.25
2021-10-10;5085.833333;1004.416667;637.5;956.916667;110.083333;1173.166667;1561.583333;586.916667;1742.083333;579.833333
2021-10-15;6789.583333;1747.916667;1441.083333;1396.083333;109.416667;1778.0;3016.333333;962.5;2477.166667;1106.5
2021-10-17;6099.416667;954.583333;779.25;910.25;113.416667;1233.5;1631.416667;628.0;1879.083333;601.833333
2021-10-18;7208.916667;1762.25;1608.5;1415.583333;122.75;1745.083333;2981.666667;935.0;2499.5;1132.583333
2021-10-19;6861.916667;1757.5;1481.833333;1399.5;123.333333;1863.166667;2934.666667;893.166667;2462.166667;1182.75
2021-10-26;7572.416667;1773.833333;1543.75;1354.0;122.416667;1721.166667;2881.416667;984.166667;2599.0;1163.25
2021-10-30;5871.333333;1352.416667;648.75;913.916667;119.583333;1293.583333;1792.25;613.833333;1785.75;601.666667
2021-10-31;6024.5;1014.25;658.5;980.25;128.25;1299.0;1724.583333;631.166667;1775.5;635.833333
2021-11-01;6034.583333;985.666667;654.25;977.166667;120.25;1317.416667;1942.5;693.583333;1718.333333;767.25
2021-11-03;6818.416667;1715.083333;983.916667;1247.5;116.666667;1448.75;2394.0;844.416667;2334.833333;812.333333
2021-11-04;6980.25;1791.0;987.0;1301.5;111.583333;1523.5;2601.416667;929.333333;2394.0;838.583333
2021-11-06;6204.916667;1420.25;612.833333;1035.583333;118.583333;1192.583333;1865.0;652.083333;1862.416667;580.0
2021-11-09;7617.166667;1773.75;1476.916667;1640.833333;116.666667;1672.666667;3224.666667;948.0;2663.166667;1138.166667
2021-11-11;6825.0;1069.5;703.75;1326.75;121.666667;1368.666667;2256.5;705.75;1901.166667;535.833333
2021-11-12;7000.0;1795.25;982.666667;1327.666667;116.666667;1477.083333;2406.25;777.333333;2295.75;638.75
2021-11-17;8361.833333;1809.666667;1572.833333;1582.666667;123.166667;1633.166667;3318.416667;967.666667;2718.25;1080.416667
2021-11-19;7933.583333;1697.916667;1491.666667;1710.833333;122.583333;1659.583333;3289.833333;1058.25;2647.833333;1002.333333
2021-11-20;6881.916667;1413.833333;681.166667;1031.666667;124.083333;1261.5;1806.416667;687.5;1969.75;543.916667
2021-11-21;6804.5;1098.583333;672.25;1039.416667;119.416667;1261.5;1911.75;691.833333;1948.916667;548.416667
2021-11-22;8210.25;1897.083333;1573.666667;1688.0;117.166667;1666.5;3483.75;1016.5;2829.416667;1054.166667
2021-11-23;8333.750865;1935.668108;1571.415513;1690.250288;122.749712;1748.168397;3436.169839;968.168108;2767.000577;1123.0
2021-11-27;7086.666667;1609.0;638.166667;1116.75;127.666667;1263.0;2078.833333;748.166667;1953.083333;550.5
2021-12-04;6906.0;1537.583333;640.166667;1312.5;133.333333;1269.0;1922.916667;656.333333;1885.0;620.25
2021-12-05;6891.916667;1227.0;631.75;1355.833333;123.833333;1256.416667;1950.25;665.916667;1919.916667;612.416667
2021-12-10;8282.416667;1970.0;1620.083333;1590.25;132.666667;1716.916667;3249.166667;1022.833333;2641.083333;1099.333333
2021-12-11;6912.166667;1598.833333;746.333333;1208.5;139.833333;1306.75;2060.583333;585.5;1988.666667;565.583333
2021-12-14;8593.25;1861.583333;2020.083333;1599.25;124.666667;1781.666667;3322.25;1083.166667;2727.666667;1240.083333
2021-12-19;6728.333333;1078.916667;663.5;1130.083333;134.5;1250.833333;1885.333333;628.583333;1824.916667;573.25
2021-12-20;7275.75;1859.0;956.25;1290.583333;137.416667;1449.75;2229.333333;735.75;2101.583333;678.666667
2021-12-24;6654.333333;995.75;738.25;1031.583333;141.083333;1450.666667;2105.166667;719.833333;1753.833333;605.666667
2021-12-29;6426.083333;980.833333;751.416667;1022.5;132.0;1429.166667;2038.25;709.583333;1830.833333;618.0
