Date;Maupertuis;BU;Pelvoux;Romero;Rostand;IBGBI;Premiers Cycles;Facteur Cheval;Ile-de-France;Brétigny
2023-02-20;47534.770833;10703.75;9713.083333;8569.333333;681.333333;15200.583333;15586.625;4786.4375;13817.895833;4958.166667
2023-02-27;48554.083333;11350.75;8300.75;7971.25;712.083333;14901.6875;16352.270833;4284.375;13658.958333;4145.479167
2023-03-20;43424.75;11349.833333;9142.208333;7742.875;783.0;13216.791667;16538.666667;4466.416667;13891.25;4992.416667
2023-03-27;42886.208333;10401.25;9026.583333;7529.041667;761.208333;12648.541667;15355.5;4106.458333;14023.291667;4910.625
2023-04-03;44517.458333;11329.291667;9309.958333;7894.791667;678.958333;13857.125;14010.291667;4529.791667;14317.291667;5183.333333
2023-04-17;39620.916667;11094.625;8640.958333;7735.5;622.166667;13908.208333;16105.875;4612.958333;13686.958333;5220.083333
2023-05-22;33127.541667;10185.125;7913.166667;6603.666667;505.833333;12611.791667;13755.625;3418.125;12344.125;4608.333333
2023-05-29;31443.375;10053.791667;7345.5;5965.0;485.666667;12578.875;12675.375;3131.333333;12014.708333;3923.25
2023-06-05;32971.666667;11354.958333;7771.5;6329.583333;492.0;12771.083333;13693.708333;3121.041667;12158.708333;4555.958333
2023-07-17;27851.375;12246.458333;5213.166667;4592.291667;498.125;11380.416667;9941.791667;2335.083333;11676.916667;2929.208333
2023-08-07;22814.791667;3259.791667;3519.0;3464.916667;494.5;10988.791667;9221.666667;2546.083333;10356.25;2394.416667
2023-08-14;19937.25;4099.791667;3593.791667;2947.333333;495.541667;11364.083333;9395.5;2444.625;10827.75;2467.166667
2023-09-11;22307.583333;11952.458333;6905.583333;6312.083333;549.916667;12263.541667;15994.0;3152.208333;12144.0;4600.375
2023-09-18;22634.791667;11386.791667;7210.458333;6547.666667;557.0;11815.833333;16419.75;3414.125;12376.791667;4793.583333
2023-10-02;22823.125;11742.125;7375.5;6618.375;529.958333;11794.125;15598.291667;3673.291667;12372.0;4733.958333
2023-10-16;25159.0;11813.416667;8785.875;7499.333333;663.083333;13116.5;16803.625;4165.333333;12477.916667;5411.291667
2023-11-06;30264.666667;11507.25;9713.0;8508.583333;833.291667;12754.041667;18380.333333;4446.541667;12411.666667;5306.875
2023-12-25;26229.166667;7251.875;4597.125;4973.666667;517.458333;10410.25;12166.833333;3237.375;11280.208333;3166.458333
2024-01-15;44479.708333;13280.416667;9395.625;10758.833333;822.041667;13678.541667;21637.833333;4690.958333;12880.041667;5793.416667
2024-02-05;33801.375;11978.041667;9478.666667;9214.375;980.583333;11564.291667;19590.666667;4421.916667;12577.041667;5003.375
2024-02-12;19956.833333;7724.25;5585.25;5136.416667;584.833333;7017.125;12246.25;2437.75;7515.125;2343.333333
