Date;Bâtiment Maupertuis;Bâtiment Bibliothèque Universitaire;IUP Pelvoux;Bâtiment IUT Romero;IUT Rostand;Bâtiment IBGBI;Bâtiment Premiers Cycles;Bâtiment Facteur Cheval;Bâtiment Ile-de-France;IUT Brétigny
2023-08-04;3477.0;921.25;576.041667;449.166667;70.208333;1655.291667;1182.0;290.166667;1524.875;344.916667
2023-08-07;3505.75;921.833333;541.166667;458.375;70.125;1658.25;1229.041667;333.708333;1492.208333;343.875
2023-08-09;3556.333333;402.083333;521.875;508.875;69.125;1659.75;1308.791667;341.541667;1477.5;352.0
2023-08-12;2683.208333;371.333333;458.875;459.208333;73.291667;1384.416667;1363.916667;377.791667;1464.208333;320.125
2023-08-14;2803.166667;378.291667;480.375;439.708333;69.583333;1679.25;1445.25;344.375;1485.083333;350.791667
2023-08-20;2792.458333;868.666667;532.333333;427.833333;70.875;1419.25;1294.166667;324.333333;1523.375;333.875
2023-08-21;2980.375;1215.125;734.041667;528.958333;72.291667;1791.541667;1530.25;312.375;1674.166667;391.75
2023-08-23;3039.833333;2193.708333;766.125;537.083333;75.666667;1892.0;1560.083333;321.666667;1642.541667;456.416667
2023-08-25;2995.791667;1865.125;738.791667;499.041667;92.916667;1826.75;1564.416667;334.833333;1636.708333;464.875
2023-08-27;2681.333333;1129.166667;574.25;426.166667;71.666667;1408.916667;1249.916667;327.291667;1470.208333;379.75
2023-08-28;2956.541667;1635.041667;807.708333;520.291667;68.291667;1803.208333;1615.166667;356.833333;1649.25;481.541667
2023-09-01;3123.25;1310.291667;903.375;706.708333;75.208333;1710.083333;2079.333333;358.833333;1688.0;534.833333
2023-09-02;2883.958333;830.416667;634.75;473.416667;72.75;1361.375;1381.708333;316.416667;1564.958333;382.291667
2023-09-06;3399.041667;2060.541667;964.958333;835.416667;77.125;2012.75;2430.083333;423.166667;1832.0;704.166667
2023-09-08;3462.0;2112.416667;959.0;923.041667;85.041667;2034.958333;2335.416667;412.75;1807.458333;715.916667
2023-09-09;3061.625;1573.416667;682.625;618.75;85.083333;1375.666667;1415.375;303.041667;1594.666667;484.666667
2023-09-11;3386.625;1966.5;1067.291667;997.25;82.5;1973.916667;2648.25;470.458333;1854.583333;741.208333
2023-09-13;3248.416667;1772.125;1195.958333;1083.083333;81.75;1921.208333;2659.041667;503.166667;1784.958333;763.916667
2023-09-15;3247.458333;1891.375;1077.958333;948.5;78.125;1888.458333;2480.333333;487.166667;1757.5;719.666667
2023-09-19;3304.833333;1777.166667;1111.166667;1035.166667;77.916667;1879.666667;2748.833333;538.0;1845.666667;754.666667
2023-09-23;2974.916667;1447.541667;681.083333;682.0;80.291667;1224.25;1454.666667;386.666667;1597.333333;485.583333
2023-09-26;3218.791667;1883.916667;1153.375;1073.375;75.625;1833.541667;2688.875;524.416667;1848.916667;877.0
2023-09-29;3182.291667;1853.916667;1162.958333;1078.833333;75.958333;1789.041667;2767.458333;520.5;1820.708333;781.958333
2023-10-01;2877.583333;1081.375;653.291667;591.916667;79.041667;1212.416667;1434.541667;332.208333;1558.583333;455.375
2023-10-07;2902.291667;1603.458333;657.333333;664.541667;75.25;1230.625;1334.75;401.416667;1596.083333;424.791667
2023-10-13;3454.208333;1912.125;1334.0;1070.083333;78.625;1794.75;2599.125;502.458333;1795.083333;751.833333
2023-10-19;3901.375;1895.0;1373.0;1154.375;87.25;2022.125;2719.833333;663.791667;1848.0;870.583333
2023-10-24;4066.333333;1896.583333;1554.375;1135.25;108.583333;2122.666667;2909.458333;717.875;1827.708333;854.833333
2023-10-29;3560.541667;1141.291667;845.708333;792.708333;135.333333;1311.583333;1654.0;457.375;1554.166667;566.5
2023-10-30;3951.833333;1920.625;1127.125;914.208333;170.75;1952.666667;2376.0;587.666667;1661.458333;739.291667
2023-10-31;4007.166667;1881.75;1076.625;918.708333;172.625;1931.333333;2390.083333;580.708333;1657.208333;711.041667
2023-11-02;4053.5;1866.166667;1053.708333;866.958333;143.625;1893.166667;2346.208333;522.541667;1659.541667;674.0
2023-11-05;3655.333333;1132.666667;907.833333;828.291667;113.25;1287.541667;1636.375;453.25;1537.416667;492.166667
2023-11-11;3855.833333;1073.333333;792.541667;917.416667;85.125;1489.958333;1706.125;451.208333;1557.25;451.666667
2023-11-12;3773.833333;1005.75;796.291667;918.291667;86.75;1370.458333;1656.625;450.666667;1562.0;467.0
2023-11-15;4626.416667;1728.666667;1767.958333;1360.75;121.791667;1991.541667;2976.291667;671.916667;1855.333333;911.625
2023-11-18;3845.5;1391.416667;831.75;896.166667;91.958333;1441.875;1660.208333;428.958333;1634.041667;481.208333
2023-11-20;4644.5;1739.666667;1675.041667;1354.208333;129.875;2014.25;2912.208333;740.833333;1862.041667;916.5
2023-11-23;4738.708333;1448.75;1607.333333;1356.291667;96.666667;2128.083333;2881.083333;785.458333;1936.75;922.041667
2023-11-24;4647.375;1334.041667;1539.291667;1306.583333;124.416667;2090.791667;2870.875;713.541667;1885.208333;928.375
2023-11-29;5105.166667;1607.458333;1505.333333;1544.125;136.375;2255.208333;3026.541667;668.25;1920.625;933.041667
2023-12-04;5331.291667;2189.958333;1537.708333;1598.208333;141.166667;2250.291667;3365.458333;838.791667;1935.458333;973.541667
2023-12-07;5526.541667;2133.958333;1479.416667;1601.75;127.583333;2387.875;3251.125;771.208333;1977.458333;918.458333
2023-12-10;4297.25;871.166667;738.041667;963.333333;95.5;1404.208333;1919.125;465.5;1585.666667;479.291667
2023-12-11;5091.708333;1988.583333;1431.0;1398.833333;99.791667;1995.708333;3224.333333;744.083333;1871.75;921.958333
2023-12-13;5230.833333;1957.333333;1511.166667;1441.583333;184.083333;2065.083333;3061.958333;722.875;1914.458333;918.958333
2023-12-20;5749.666667;1914.083333;1431.083333;1356.375;174.5;2094.916667;3158.833333;723.708333;1919.875;1013.583333
2023-12-21;5409.958333;1922.125;1404.916667;1376.208333;176.5;1956.416667;3104.291667;811.0;1949.0;966.333333
2023-12-24;3601.791667;847.333333;667.541667;732.0;78.25;1336.916667;1678.125;461.583333;1631.583333;407.041667
2023-12-27;3906.583333;1018.791667;644.375;779.166667;73.583333;1531.458333;1741.166667;489.0;1629.958333;533.125
2023-12-31;3546.5;905.416667;661.541667;718.125;77.083333;1434.791667;1678.416667;457.0;1618.625;392.583333
2024-01-01;3654.833333;1107.583333;654.041667;755.166667;72.375;1556.083333;1769.041667;442.458333;1561.541667;424.25
2024-01-03;4231.25;1091.5;782.708333;766.541667;185.541667;1526.833333;2034.625;484.333333;1663.0;499.833333
2024-01-04;4374.041667;1752.708333;919.25;742.875;165.541667;1724.583333;2296.333333;550.291667;1780.916667;469.25
2024-01-07;4209.0;883.75;751.958333;879.083333;94.416667;1506.875;1947.291667;585.5;1667.0;399.458333
2024-01-09;6048.916667;2152.458333;1599.125;1662.375;180.0;2213.291667;3437.083333;868.875;1936.791667;957.708333
2024-01-12;6149.708333;2095.625;1637.083333;1754.916667;112.458333;2080.291667;3288.291667;811.416667;1929.25;858.083333
2024-01-13;5456.5;1672.833333;834.5;1219.291667;94.958333;1582.041667;2268.0;479.625;1692.458333;479.083333
2024-01-14;5389.5;1090.125;814.708333;1176.666667;96.5;1586.791667;2290.333333;483.166667;1653.708333;492.583333
2024-01-18;6818.083333;2104.666667;1495.416667;1709.916667;109.416667;2099.458333;3341.625;716.5;1903.5;912.583333
2024-01-20;5624.875;1720.458333;819.125;1138.041667;103.875;1581.541667;2320.583333;500.541667;1674.833333;455.5
2024-01-21;5421.291667;1061.25;842.208333;1088.208333;94.75;1444.083333;2329.583333;496.625;1630.916667;460.75
2024-01-22;6501.541667;1989.333333;1569.833333;1358.958333;122.791667;1822.958333;3384.333333;742.333333;1902.666667;990.916667
2024-01-25;5385.208333;1446.375;1617.458333;1179.958333;138.125;1783.458333;3089.041667;760.875;1863.5;962.083333
2024-02-01;5281.75;1853.583333;1519.666667;1370.625;144.916667;1757.416667;3130.583333;707.375;1915.583333;933.0
2024-02-02;5278.041667;1956.958333;1537.916667;1336.75;143.166667;1883.75;3187.916667;756.875;1835.666667;917.416667
2024-02-08;4959.0;1879.458333;1588.416667;1442.625;144.083333;1750.083333;3198.458333;715.208333;1967.25;818.083333
2024-02-11;4346.5;917.833333;858.958333;978.166667;135.5;1255.25;1876.708333;439.083333;1563.458333;487.625
2024-02-13;5223.541667;1944.375;1534.208333;1384.333333;139.291667;1880.166667;3120.708333;634.0;1928.541667;780.208333
